350,5.15429
351,7.21752
352,9.35352
353,10.74333
354,10.84882
355,10.06937
356,9.17948
357,8.6763
358,8.75304
359,9.3841
360,10.87488
361,13.4132
362,17.39046
363,23.45146
364,32.10172
365,41.88481
366,50.68784
367,55.52836
368,55.44902
369,52.10706
370,48.27536
371,45.33856
372,43.85352
373,43.94363
374,45.43489
375,48.34736
376,52.45569
377,57.50425
378,63.24896
379,69.2371
380,74.84962
381,79.55402
382,83.12936
383,85.49833
384,86.67942
385,86.91909
386,86.83438
387,86.45238
388,86.03568
389,85.85347
390,85.68994
391,85.71096
392,85.9548
393,86.23356
394,86.55704
395,87.02947
396,87.52843
397,88.15044
398,88.66709
399,89.23609
400,89.70464
401,89.97322
402,90.15919
403,90.20719
404,89.77087
405,89.146
406,88.32599
407,87.10733
408,85.76494
409,84.29202
410,82.81125
411,81.38176
412,80.04857
413,79.00546
414,78.23166
415,77.86697
416,77.7179
417,77.98524
418,78.67167
419,79.69406
420,81.00189
421,82.42834
422,84.11513
423,85.94845
424,87.63541
425,89.21467
426,90.564
427,91.44022
428,92.0265
429,92.00366
430,91.61501
431,90.82598
432,89.6047
433,88.15479
434,86.68051
435,85.08475
436,83.53494
437,82.12476
438,80.9795
439,80.02102
440,79.35371
441,78.91557
442,78.79699
443,78.97781
444,79.43228
445,80.03563
446,80.91797
447,81.95016
448,83.23442
449,84.42989
450,85.80697
451,87.06334
452,88.3225
453,89.54494
454,90.5067
455,91.30307
456,91.78029
457,92.12227
458,92.12196
459,91.9963
460,91.61348
461,91.09064
462,90.43617
463,89.77817
464,89.14036
465,88.49438
466,87.88289
467,87.47955
468,87.21623
469,87.16235
470,87.39503
471,87.86179
472,88.42397
473,89.17892
474,90.0321
475,90.83201
476,91.19334
477,91.08218
478,90.02635
479,87.68794
480,83.83733
481,78.5563
482,71.83795
483,63.90435
484,55.62962
485,47.51907
486,39.93548
487,33.17755
488,27.32537
489,22.4787
490,18.46896
491,15.23262
492,12.55182
493,10.41317
494,8.67355
495,7.28146
496,6.13107
497,5.1975
498,4.44084
499,3.79849
500,3.28442
501,2.85241
502,2.49447
503,2.17786
504,1.9277
505,1.70209
506,1.5169
507,1.35489
508,1.21516
509,1.1006
510,0.98933
511,0.9039
512,0.82747
513,0.75565
514,0.6936
515,0.64093
516,0.59555
517,0.55408
518,0.51342
519,0.48412
520,0.45627
521,0.42675
522,0.40548
523,0.37738
524,0.36272
525,0.34436
526,0.32975
527,0.31543
528,0.30208
529,0.29008
530,0.28465
531,0.27341
532,0.26296
533,0.25495
534,0.24817
535,0.24492
536,0.23625
537,0.22969
538,0.22911
539,0.22628
540,0.22365
541,0.22453
542,0.21648
543,0.21663
544,0.21397
545,0.21377
546,0.21444
547,0.21304
548,0.21761
549,0.21805
550,0.21633
551,0.21432
552,0.21959
553,0.22108
554,0.22878
555,0.22762
556,0.23397
557,0.23819
558,0.24707
559,0.2499
560,0.25129
561,0.26166
562,0.26698
563,0.27858
564,0.28664
565,0.29703
566,0.30376
567,0.31573
568,0.32955
569,0.34125
570,0.35608
571,0.37131
572,0.38952
573,0.40435
574,0.42581
575,0.45053
576,0.47336
577,0.49615
578,0.52665
579,0.54926
580,0.58536
581,0.62333
582,0.66508
583,0.70795
584,0.75835
585,0.80794
586,0.866
587,0.92483
588,0.99666
589,1.07935
590,1.15881
591,1.25168
592,1.35575
593,1.46893
594,1.59509
595,1.73885
596,1.89936
597,2.07434
598,2.27178
599,2.49609
600,2.74306
601,3.02075
602,3.33829
603,3.69915
604,4.09843
605,4.55728
606,5.06908
607,5.65755
608,6.32911
609,7.0882
610,7.97122
611,8.964
612,10.09777
613,11.41025
614,12.87261
615,14.59316
616,16.50886
617,18.71466
618,21.23548
619,24.02664
620,27.17547
621,30.6404
622,34.53257
623,38.69032
624,43.22377
625,48.04172
626,53.03287
627,58.0891
628,63.19377
629,68.20866
630,72.84731
631,77.1133
632,81.02091
633,84.35768
634,87.13282
635,89.30262
636,91.1073
637,92.34917
638,93.15468
639,93.68993
640,93.90768
641,93.91902
642,93.65843
643,93.46633
644,93.1054
645,92.71567
646,92.29823
647,91.84144
648,91.40337
649,91.09158
650,90.75938
651,90.3755
652,90.0993
653,89.89315
654,89.62187
655,89.47617
656,89.33038
657,89.19836
658,89.22371
659,89.09483
660,89.01485
661,88.96395
662,88.99652
663,88.98742
664,89.02959
665,89.03914
666,89.09272
667,89.12663
668,89.12717
669,89.16845
670,89.30033
671,89.33258
672,89.45927
673,89.56084
674,89.71136
675,89.78498
676,89.89616
677,90.05947
678,90.16098
679,90.33183
680,90.50011
681,90.67651
682,90.90833
683,91.10783
684,91.25985
685,91.52747
686,91.67173
687,91.91809
688,92.13096
689,92.36707
690,92.50443
691,92.76437
692,92.95184
693,93.11782
694,93.31915
695,93.45016
696,93.61671
697,93.70237
698,93.88551
699,94.01434
700,94.04885
701,94.01186
702,94.03928
703,94.02071
704,93.92288
705,93.86723
706,93.73457
707,93.55934
708,93.35845
709,93.14863
710,92.90653
711,92.62271
712,92.30162
713,91.89988
714,91.59876
715,91.17317
716,90.71054
717,90.33467
718,89.84696
719,89.42708
720,88.96925
721,88.50311
722,88.02821
723,87.48615
724,86.99786
725,86.50566
726,86.05473
727,85.6284
728,85.13806
729,84.7743
730,84.3244
731,83.90309
732,83.50409
733,83.09755
734,82.83911
735,82.54646
736,82.18269
737,81.88304
738,81.66454
739,81.47986
740,81.24857
741,81.09155
742,80.99454
743,80.8597
744,80.77261
745,80.70341
746,80.79361
747,80.75611
748,80.79458
749,80.85196
750,81.01247
751,81.1659
752,81.28265
753,81.41505
754,81.67109
755,81.93661
756,82.21155
757,82.46875
758,82.76855
759,83.07125
760,83.45406
761,83.75426
762,84.12551
763,84.4938
764,84.87434
765,85.33742
766,85.65905
767,86.12755
768,86.56482
769,87.00793
770,87.34782
771,87.70415
772,88.11511
773,88.59379
774,88.91098
775,89.22463
776,89.60942
777,89.96342
778,90.2262
779,90.57568
780,90.84394
781,91.01305
782,91.17603
783,91.44018
784,91.53381
785,91.55003
786,91.79332
787,91.79136
788,91.74615
789,91.68961
790,91.69544
791,91.57793
792,91.44677
793,91.32575
794,91.12198
795,90.8438
796,90.62405
797,90.29941
798,90.07518
799,89.74112
800,89.42464
